passage_id,source,lines,confidence,source_most_recent_date,nearest_prior_date,passage_dates,file_version_signal,nearest_prior_version,passage_versions
NATHAN-000677,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1091-1092,likely,2021,1989,,SAT_RMS,,
NATHAN-000678,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1096-1097,likely,2021,1989,,SAT_RMS,,
NATHAN-000679,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1101-1102,likely,2021,1989,,SAT_RMS,,
NATHAN-000680,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1106-1107,likely,2021,1989,,SAT_RMS,,
NATHAN-000681,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1111-1112,likely,2021,1989,,SAT_RMS,,
NATHAN-000682,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1116-1117,likely,2021,1989,,SAT_RMS,,
NATHAN-000683,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1121-1122,likely,2021,1989,,SAT_RMS,,
NATHAN-000684,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1126-1127,likely,2021,1989,,SAT_RMS,,
NATHAN-000685,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1131-1132,likely,2021,1989,,SAT_RMS,,
NATHAN-000686,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1136-1137,likely,2021,1989,,SAT_RMS,,
NATHAN-000687,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1141-1146,likely,2021,1989,,SAT_RMS,,
NATHAN-000688,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1150-1151,likely,2021,1989,,SAT_RMS,,
NATHAN-000689,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1155-1156,likely,2021,1989,,SAT_RMS,,
NATHAN-000690,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1160-1161,likely,2021,1989,,SAT_RMS,,
NATHAN-000691,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1173-1176,likely,2021,1989,,SAT_RMS,,
NATHAN-000692,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1182-1185,likely,2021,1989,,SAT_RMS,,
NATHAN-000693,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1189-1190,likely,2021,1989,,SAT_RMS,,
NATHAN-000694,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1206-1207,likely,2021,1989,,SAT_RMS,,
NATHAN-000695,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1211-1212,likely,2021,1989,,SAT_RMS,,
NATHAN-000696,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1216-1217,likely,2021,1989,,SAT_RMS,,
NATHAN-000697,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1221-1236,likely,2021,1989,,SAT_RMS,,
NATHAN-000698,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1244-1245,likely,2021,1989,,SAT_RMS,,
NATHAN-000699,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1249-1250,likely,2021,1989,,SAT_RMS,,
NATHAN-000700,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1254-1269,likely,2021,1989,,SAT_RMS,,
NATHAN-000701,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1275-1278,likely,2021,1989,,SAT_RMS,,
NATHAN-000702,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1284-1285,likely,2021,1989,,SAT_RMS,,
NATHAN-000703,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1289-1290,likely,2021,1989,,SAT_RMS,,
NATHAN-000704,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1294-1305,likely,2021,1989,,SAT_RMS,,
NATHAN-000705,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1319-1320,likely,2021,1989,,SAT_RMS,,
NATHAN-000706,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1324-1325,likely,2021,1989,,SAT_RMS,,
NATHAN-000707,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1329-1344,likely,2021,1989,,SAT_RMS,,
NATHAN-000708,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1345-1346,likely,2021,1989,,SAT_RMS,,
NATHAN-000709,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1358-1363,likely,2021,1989,,SAT_RMS,,
NATHAN-000710,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1364-1365,likely,2021,1989,,SAT_RMS,,
NATHAN-000711,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1369-1370,likely,2021,1989,,SAT_RMS,,
NATHAN-000712,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1374-1375,likely,2021,1989,,SAT_RMS,,
NATHAN-000713,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1389-1390,likely,2021,1989,,SAT_RMS,,
NATHAN-000714,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1394-1395,likely,2021,1989,,SAT_RMS,,
NATHAN-000715,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1409-1410,likely,2021,1989,,SAT_RMS,,
NATHAN-000716,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1414-1415,likely,2021,1989,,SAT_RMS,,
NATHAN-000717,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1419-1420,likely,2021,1989,,SAT_RMS,,
NATHAN-000718,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1424-1425,likely,2021,1989,,SAT_RMS,,
NATHAN-000719,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1429-1430,likely,2021,1989,,SAT_RMS,,
NATHAN-000720,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1435-1435,likely,2021,1989,,SAT_RMS,,
NATHAN-000721,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1439-1440,likely,2021,1989,,SAT_RMS,,
NATHAN-000722,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1446-1456,likely,2021,1989,,SAT_RMS,,
NATHAN-000723,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1460-1461,likely,2021,1989,,SAT_RMS,,
NATHAN-000724,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1465-1466,likely,2021,1989,,SAT_RMS,,
NATHAN-000725,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1470-1471,likely,2021,1989,,SAT_RMS,,
NATHAN-000726,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1475-1476,likely,2021,1989,,SAT_RMS,,
NATHAN-000727,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1482-1483,likely,2021,1989,,SAT_RMS,,
NATHAN-000728,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1487-1488,likely,2021,1989,,SAT_RMS,,
NATHAN-000729,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1492-1493,likely,2021,1989,,SAT_RMS,,
NATHAN-000730,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1497-1498,likely,2021,1989,,SAT_RMS,,
NATHAN-000731,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1502-1503,likely,2021,1989,,SAT_RMS,,
NATHAN-000732,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1507-1508,likely,2021,1989,,SAT_RMS,,
NATHAN-000733,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1512-1540,likely,2021,1989,,SAT_RMS,,
NATHAN-000734,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1545-1545,likely,2021,1989,,SAT_RMS,,
NATHAN-000735,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1546-1546,likely,2021,1989,,SAT_RMS,,
NATHAN-000736,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1547-1547,likely,2021,1989,,SAT_RMS,,
NATHAN-000737,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1548-1548,likely,2021,1989,,SAT_RMS,,
NATHAN-000738,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1549-1549,likely,2021,1989,,SAT_RMS,,
NATHAN-000739,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1550-1550,likely,2021,1989,,SAT_RMS,,
NATHAN-000740,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1551-1551,likely,2021,1989,,SAT_RMS,,
NATHAN-000741,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1552-1552,likely,2021,1989,,SAT_RMS,,
NATHAN-000742,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1553-1553,likely,2021,1989,,SAT_RMS,,
NATHAN-000743,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1554-1554,likely,2021,1989,,SAT_RMS,,
NATHAN-000744,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1555-1556,likely,2021,1989,,SAT_RMS,,
NATHAN-000745,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1557-1557,likely,2021,1989,,SAT_RMS,,
NATHAN-000746,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1558-1558,likely,2021,1989,,SAT_RMS,,
NATHAN-000747,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1559-1559,likely,2021,1989,,SAT_RMS,,
NATHAN-000748,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1560-1560,likely,2021,1989,,SAT_RMS,,
NATHAN-000749,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1561-1561,likely,2021,1989,,SAT_RMS,,
NATHAN-000750,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1562-1562,likely,2021,1989,,SAT_RMS,,
NATHAN-000751,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1563-1563,likely,2021,1989,,SAT_RMS,,
NATHAN-000752,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1564-1564,likely,2021,1989,,SAT_RMS,,
NATHAN-000753,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1565-1565,likely,2021,1989,,SAT_RMS,,
NATHAN-000754,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1566-1566,likely,2021,1989,,SAT_RMS,,
NATHAN-000755,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1567-1567,likely,2021,1989,,SAT_RMS,,
NATHAN-000756,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1568-1569,likely,2021,1989,,SAT_RMS,,
NATHAN-000757,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1570-1571,likely,2021,1989,,SAT_RMS,,
NATHAN-000758,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1575-1576,likely,2021,1989,,SAT_RMS,,
NATHAN-000759,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1580-1581,likely,2021,1989,,SAT_RMS,,
NATHAN-000760,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1585-1586,likely,2021,1989,,SAT_RMS,,
NATHAN-000761,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1590-1593,likely,2021,1989,,SAT_RMS,,
NATHAN-000762,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1597-1598,likely,2021,1989,,SAT_RMS,,
NATHAN-000763,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1604-1606,likely,2021,1989,,SAT_RMS,,
NATHAN-000764,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1607-1607,likely,2021,1989,,SAT_RMS,,
NATHAN-000765,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1611-1612,likely,2021,1989,,SAT_RMS,,
NATHAN-000766,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1613-1615,likely,2021,1989,,SAT_RMS,,
NATHAN-000767,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1616-1616,likely,2021,1989,,SAT_RMS,,
NATHAN-000768,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1618-1619,likely,2021,1989,,SAT_RMS,,
NATHAN-000769,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1620-1621,likely,2021,1989,,SAT_RMS,,
NATHAN-000770,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1623-1623,likely,2021,1989,,SAT_RMS,,
NATHAN-000771,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1624-1624,likely,2021,1989,,SAT_RMS,,
NATHAN-000772,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1626-1627,likely,2021,1989,,SAT_RMS,,
NATHAN-000773,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1628-1629,likely,2021,1989,,SAT_RMS,,
NATHAN-000774,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1630-1635,likely,2021,1989,,SAT_RMS,,
NATHAN-000775,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1639-1640,likely,2021,1989,,SAT_RMS,,
NATHAN-000776,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1641-1642,likely,2021,1989,,SAT_RMS,,
NATHAN-000777,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1644-1645,likely,2021,1989,,SAT_RMS,,
NATHAN-000778,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1646-1646,likely,2021,1989,,SAT_RMS,,
NATHAN-000779,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1648-1649,likely,2021,1989,,SAT_RMS,,
NATHAN-000780,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1650-1651,likely,2021,1989,,SAT_RMS,,
NATHAN-000781,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1652-1654,likely,2021,1989,,SAT_RMS,,
NATHAN-000782,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1655-1655,likely,2021,1989,,SAT_RMS,,
NATHAN-000783,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1657-1658,likely,2021,1989,,SAT_RMS,,
NATHAN-000784,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1659-1660,likely,2021,1989,,SAT_RMS,,
NATHAN-000785,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1662-1663,likely,2021,1989,,SAT_RMS,,
NATHAN-000786,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1664-1664,likely,2021,1989,,SAT_RMS,,
NATHAN-000787,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1666-1667,likely,2021,1989,,SAT_RMS,,
NATHAN-000788,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1668-1669,likely,2021,1989,,SAT_RMS,,
NATHAN-000789,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1671-1671,likely,2021,1989,,SAT_RMS,,
NATHAN-000790,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1672-1672,likely,2021,1989,,SAT_RMS,,
NATHAN-000791,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1674-1675,likely,2021,1989,,SAT_RMS,,
NATHAN-000792,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1676-1677,likely,2021,1989,,SAT_RMS,,
NATHAN-000793,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1678-1682,likely,2021,1989,,SAT_RMS,,
NATHAN-000794,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1683-1683,likely,2021,1989,,SAT_RMS,,
NATHAN-000795,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1687-1688,likely,2021,1989,,SAT_RMS,,
NATHAN-000796,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1692-1693,likely,2021,1989,,SAT_RMS,,
NATHAN-000797,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1694-1696,likely,2021,1989,,SAT_RMS,,
NATHAN-000798,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1697-1697,likely,2021,1989,,SAT_RMS,,
NATHAN-000799,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1701-1702,likely,2021,1989,,SAT_RMS,,
NATHAN-000800,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1704-1705,likely,2021,1989,,SAT_RMS,,
NATHAN-000801,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1706-1706,likely,2021,1989,,SAT_RMS,,
NATHAN-000802,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1710-1711,likely,2021,1989,,SAT_RMS,,
NATHAN-000803,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1712-1714,likely,2021,1989,,SAT_RMS,,
NATHAN-000804,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1715-1716,likely,2021,1989,,SAT_RMS,,
NATHAN-000805,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1717-1717,likely,2021,1989,,SAT_RMS,,
NATHAN-000806,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1719-1720,likely,2021,1989,,SAT_RMS,,
NATHAN-000807,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1721-1722,likely,2021,1989,,SAT_RMS,,
NATHAN-000808,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1724-1725,likely,2021,1989,,SAT_RMS,,
NATHAN-000809,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1726-1726,likely,2021,1989,,SAT_RMS,,
NATHAN-000810,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1728-1729,likely,2021,1989,,SAT_RMS,,
NATHAN-000811,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1730-1731,likely,2021,1989,,SAT_RMS,,
NATHAN-000812,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1732-1734,likely,2021,1989,,SAT_RMS,,
NATHAN-000813,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1735-1735,likely,2021,1989,,SAT_RMS,,
NATHAN-000814,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1737-1738,likely,2021,1989,,SAT_RMS,,
NATHAN-000815,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1739-1740,likely,2021,1989,,SAT_RMS,,
NATHAN-000816,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1742-1745,likely,2021,1989,,SAT_RMS,,
NATHAN-000817,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1746-1746,likely,2021,1989,,SAT_RMS,,
NATHAN-000818,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1752-1753,likely,2021,1989,,SAT_RMS,,
NATHAN-000819,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1754-1755,likely,2021,1989,,SAT_RMS,,
NATHAN-000820,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1756-1758,likely,2021,1989,,SAT_RMS,,
NATHAN-000821,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1759-1760,likely,2021,1989,,SAT_RMS,,
NATHAN-000822,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1761-1761,likely,2021,1989,,SAT_RMS,,
NATHAN-000823,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1765-1766,likely,2021,1989,,SAT_RMS,,
NATHAN-000824,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1767-1768,likely,2021,1989,,SAT_RMS,,
NATHAN-000825,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1769-1771,likely,2021,1989,,SAT_RMS,,
NATHAN-000826,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1772-1773,likely,2021,1989,,SAT_RMS,,
NATHAN-000827,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1774-1774,likely,2021,1989,,SAT_RMS,,
NATHAN-000828,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1780-1781,likely,2021,1989,,SAT_RMS,,
NATHAN-000829,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1782-1783,likely,2021,1989,,SAT_RMS,,
NATHAN-000830,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1784-1786,likely,2021,1989,,SAT_RMS,,
NATHAN-000831,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1787-1788,likely,2021,1989,,SAT_RMS,,
NATHAN-000832,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1789-1789,likely,2021,1989,,SAT_RMS,,
NATHAN-000833,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1795-1796,likely,2021,1989,,SAT_RMS,,
NATHAN-000834,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1797-1801,likely,2021,1989,,SAT_RMS,,
NATHAN-000835,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1802-1802,likely,2021,1989,,SAT_RMS,,
NATHAN-000836,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1810-1814,likely,2021,1989,,SAT_RMS,,
NATHAN-000837,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1815-1815,likely,2021,1989,,SAT_RMS,,
NATHAN-000838,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1819-1820,likely,2021,1989,,SAT_RMS,,
NATHAN-000839,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1821-1822,likely,2021,1989,,SAT_RMS,,
NATHAN-000840,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1823-1825,likely,2021,1989,,SAT_RMS,,
NATHAN-000841,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1826-1827,likely,2021,1989,,SAT_RMS,,
NATHAN-000842,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1828-1828,likely,2021,1989,,SAT_RMS,,
NATHAN-000843,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1832-1833,likely,2021,1989,,SAT_RMS,,
NATHAN-000844,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1834-1835,likely,2021,1989,,SAT_RMS,,
NATHAN-000845,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1837-1838,likely,2021,1989,,SAT_RMS,,
NATHAN-000846,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1839-1839,likely,2021,1989,,SAT_RMS,,
NATHAN-000847,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1843-1844,likely,2021,1989,,SAT_RMS,,
NATHAN-000848,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1845-1846,likely,2021,1989,,SAT_RMS,,
NATHAN-000849,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1847-1849,likely,2021,1989,,SAT_RMS,,
NATHAN-000850,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1850-1851,likely,2021,1989,,SAT_RMS,,
NATHAN-000851,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1852-1852,likely,2021,1989,,SAT_RMS,,
NATHAN-000852,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1858-1859,likely,2021,1989,,SAT_RMS,,
NATHAN-000853,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1860-1861,likely,2021,1989,,SAT_RMS,,
NATHAN-000854,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1862-1868,likely,2021,1989,,SAT_RMS,,
NATHAN-000855,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1869-1869,likely,2021,1989,,SAT_RMS,,
NATHAN-000856,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1879-1880,likely,2021,1989,,SAT_RMS,,
NATHAN-000857,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1882-1883,likely,2021,1989,,SAT_RMS,,
NATHAN-000858,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1884-1884,likely,2021,1989,,SAT_RMS,,
NATHAN-000859,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1888-1889,likely,2021,1989,,SAT_RMS,,
NATHAN-000860,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1890-1891,likely,2021,1989,,SAT_RMS,,
NATHAN-000861,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1892-1894,likely,2021,1989,,SAT_RMS,,
NATHAN-000862,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1895-1895,likely,2021,1989,,SAT_RMS,,
NATHAN-000863,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1901-1902,likely,2021,1989,,SAT_RMS,,
NATHAN-000864,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1903-1905,likely,2021,1989,,SAT_RMS,,
NATHAN-000865,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1906-1907,likely,2021,1989,,SAT_RMS,,
NATHAN-000866,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1908-1908,likely,2021,1989,,SAT_RMS,,
NATHAN-000867,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1916-1918,likely,2021,1989,,SAT_RMS,,
NATHAN-000868,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1919-1920,likely,2021,1989,,SAT_RMS,,
NATHAN-000869,000 Earliest SAT_RMS/Hosts Aiden and Maya/fun break - lx.txt,1921-1921,likely,2021,1989,,SAT_RMS,,
